i	north	east	parent	distance	visited
1364	-2.18333	-79.8833	0	121.98	1
1365	54.2243	28.512	0	45.7475	1
1366	-34.7667	-58.4	0	137.758	1
1367	-9.34667	28.7344	0	103.419	1
1368	44.8479	65.4999	0	79.5547	1
1369	39.6542	66.9597	0	83.7753	1
1370	45.45	8.61667	0	45.3756	1
1371	41.5908	-93.6208	0	105.396	1
1372	48.4833	135.067	0	141.303	1
1373	37.3739	36.0961	0	63.8156	1
1374	-17.3935	-66.157	0	126.135	1
1375	38.475	47.0603	0	69.7818	1
1376	-15.5369	-47.3339	0	115.666	1
1377	34.0567	-117.919	0	130.516	1
1378	37.9747	-87.5558	0	101.846	1
1379	34.85	135.617	0	146.402	1
1380	-26.715	27.1033	0	119.821	1
1381	20.0283	-75.8206	0	103.174	1
1382	32.45	48.35	0	75.1647	1
1383	39.9667	125.167	0	134.796	1
1384	49.2372	28.4672	0	49.7191	1
1385	-12.1528	-44.99	0	111.621	1
1386	11.585	37.39	0	86.873	1
1387	33.6333	46.4333	0	73.0291	1
1388	-22.8167	-45.2278	0	121.545	1
1389	-2.51667	32.9	0	98.1924	1
1390	40.6653	122.23	0	131.811	1
1391	52.48	-1.9025	0	37.5682	1
1392	52.2167	21.0333	0	43.2433	1
1393	26.5849	101.715	0	119.864	1
1394	13.4317	-6.2157	0	76.8202	1
1395	-4.455	-43.8858	0	104.152	1
1396	10.3411	-67.0406	0	104.115	1
1397	24.4797	118.082	0	135.042	1
1398	-19.82	-40.2728	0	116.971	1
1399	-7.8672	112.524	0	149.13	1
1400	3.66667	98.6667	0	131.105	1
1401	1.3	103.8	0	136.536	1
1402	-23.5328	-46.7919	0	122.797	1
1403	49.2331	17.6669	0	44.4304	1
1404	36.3144	139.578	0	149.547	1
1405	37.56	126.99	0	137.391	1
1406	35.0833	117.15	0	129.383	1
1407	36.7833	119.956	0	131.23	1
1408	-25.46	-56.02	0	128.333	1
1409	25.8083	-100.327	0	119.105	1
1410	-21.75	-43.35	0	119.864	1
1411	48.2083	16.3731	0	44.8845	1
1412	41.1833	-73.2	0	87.9847	1
1413	42.0692	48.2958	0	68.043	1
1414	58.0139	56.2489	0	64.7074	1
1415	31.7175	113.366	0	127.47	1
1416	48.6806	26.5806	0	49.1307	1
1417	31.7833	35.2167	0	68.0396	1
1418	35.55	129.317	0	140.313	1
1419	-23.9633	-46.3922	0	123.044	1
1420	-38.15	144.35	0	193.027	1
1421	39.1475	127.446	0	137.217	1
1422	18.1358	-94.4633	0	118.692	1
1423	39.03	125.73	0	135.669	1
1424	52.4167	-1.51667	0	37.6139	1
1425	14.75	-17.4	0	77.2355	1
1426	7.76817	-72.2322	0	109.451	1
1427	23.0494	-81.5736	0	105.53	1
1428	36.6206	29.1142	0	60.803	1
1429	-42.773	-65.0366	0	147.846	1
1430	35.1128	136.208	0	146.851	1
1431	51.7	5.31667	0	38.6673	1
1432	34.5811	-118.101	0	130.457	1
1433	-23.9608	-46.3339	0	123.02	1
1434	24.8047	120.971	0	137.421	1
1435	-34.7	-58.2833	0	137.648	1
1436	24.75	85.0167	0	107.17	1
1437	40.7656	29.9406	0	57.6235	1
1438	13.9125	100.498	0	126.052	1
1439	30.5667	31.5	0	67.2649	1
1440	43.6167	13.5167	0	48.3127	1
1441	31.334	118.362	0	132.103	1
1442	28.0411	-81.9589	0	102.743	1
1443	13.4833	-88.1833	0	116.752	1
1444	48.8603	2.44306	0	41.2122	1
1445	33.4483	-112.074	0	125.533	1
1446	22.98	88.48	0	110.997	1
1447	35.6333	139.45	0	149.673	1
1448	2.96667	99.8	0	132.419	1
1449	52.3156	76.9564	0	85.6878	1
1450	21.1539	79.0831	0	104.852	1
1451	46.3333	48.0167	0	64.9028	1
1452	34.6431	134.998	0	145.907	1
1453	44.9442	-93.0936	0	103.424	1
1454	47.3231	5.04194	0	42.9737	1
1455	42.4333	129.75	0	138.194	1
1456	49.95	82.6167	0	91.8124	1
1457	43.25	46.5833	0	65.9967	1
1458	-18.9728	32.6694	0	113.764	1
1459	38.6803	-9.15833	0	52.1305	1
1460	35.0167	135.967	0	146.663	1
1461	32.8	34.9833	0	67.0498	1
1462	57.6717	11.981	0	34.477	1
1463	-7.16444	-78.5106	0	124.919	1
1464	34	71.5	0	90.8199	1
1465	1.865	9.77	0	88.6749	1
1466	27.9814	116.358	0	131.854	1
1467	43.7714	11.2542	0	47.5788	1
1468	45.5089	-73.5617	0	85.9696	1
1469	-5.52583	-47.4758	0	106.673	1
1470	43.51	16.45	0	49.3145	1
1471	-20.8789	55.4481	0	123.97	1
1472	-29.8389	-51.1439	0	130.296	1
1473	27.33	88.62	0	108.54	1
1474	52.5167	6.1	0	37.9764	1
1475	-15.6469	-56.1328	0	119.633	1
1476	23.7289	90.3944	0	112.085	1
1477	43.04	44.6775	0	64.8176	1
1478	34.9667	136.617	0	147.285	1
1479	14.4667	78.8167	0	109.167	1
1480	8.56667	16.0833	0	83.0064	1
1481	46.85	29.6333	0	52.3456	1
1482	40.4417	-80	0	94.1065	1
1483	44.9819	-93.2692	0	103.565	1
1484	56.0167	92.8667	0	98.8893	1
1485	-12.0611	-77.1333	0	127.93	1
1486	12	105.45	0	131.163	1
1487	21.19	81.28	0	106.495	1
1488	-33.3333	-60.2167	0	137.249	1
1489	35.4	116.567	0	128.72	1
1490	-1.45583	-48.5039	0	103.522	1
1491	31.3439	34.3025	0	67.95	1
1492	30.3972	114.884	0	129.425	1
1493	-33.925	18.425	0	125.287	1
1494	-7.56667	110.817	0	147.647	1
1495	10.6	-67.0333	0	103.913	1
1496	30.03	31.47	0	67.7256	1
1497	-26.9908	-48.635	0	126.697	1
1498	24.4667	39.6	0	76.5688	1
1499	41.9557	2.99189	0	48.1374	1
1500	-37.8206	144.961	0	193.266	1
1501	23.1828	75.7772	0	101.028	1
1502	38.3554	38.3337	0	64.3167	1
1503	43.8461	126.562	0	134.715	1
1504	32.6633	-115.468	0	128.92	1
1505	37.3417	127.921	0	138.335	1
1506	14.9	-92.2667	0	118.967	1
1507	35.4167	136.767	0	147.256	1
1508	41.33	19.82	0	52.5509	1
1509	33.7447	44.6436	0	71.8172	1
1510	31.9087	120.265	0	133.56	1
1511	35.1175	-89.9711	0	105.389	1
1512	22.5086	88.2532	0	111.102	1
1513	10.16	-67.5582	0	104.587	1
1514	31.3783	130.852	0	143.383	1
1515	50.0614	19.9372	0	44.6384	1
1516	11.75	79.75	0	111.728	1
1517	10.4739	-66.5383	0	103.691	1
1518	-8.66667	115.217	0	151.69	1
1519	7.81667	-72.2167	0	109.405	1
1520	-5.11667	105.3	0	141.899	1
1521	46.8772	-96.7894	0	105.961	1
1522	22.8199	115.826	0	133.898	1
1523	-22.8728	-42.3428	0	120.554	1
1524	29.875	121.549	0	135.607	1
1525	39.7464	39.4914	0	63.914	1
1526	34.6794	135.601	0	146.451	1
1527	24.9781	32.8789	0	72.862	1
1528	42.8833	71.3667	0	85.5171	1
1529	28.45	119.917	0	134.79	1
1530	35.7225	140.1	0	150.246	1
1531	29.9888	103.001	0	119.208	1
1532	44.2659	-72.5717	0	85.7804	1
1533	-21.7539	-41.3239	0	119.149	1
1534	52.2606	9.04939	0	38.8091	1
1535	51.5097	-0.593056	0	38.4948	1
1536	43.6703	-79.3867	0	91.9167	1
1537	50.6	36.6	0	53.7766	1
1538	51.8965	-2.07843	0	38.1601	1
1539	50.7762	6.08379	0	39.6928	1
1540	35.6833	139.559	0	149.757	1
1541	23.5239	77.8061	0	102.337	1
1542	9.45778	-5.62944	0	80.7387	1
1543	39.6271	121.997	0	131.988	1
1544	19.8	85.8167	0	110.872	1
1545	31.7197	131.062	0	143.436	1
1546	35.8617	139.645	0	149.772	1
1547	25.0433	102.706	0	121.523	1
1548	39.1	-84.5125	0	98.6568	1
1549	34.2708	-118.739	0	131.167	1
1550	19.88	75.32	0	102.907	1
1551	-23.1789	-45.8869	0	122.127	1
1552	40.7333	31.6	0	58.53	1
1553	40.8265	29.3745	0	57.2791	1
1554	-23.2642	-47.2992	0	122.744	1
1555	24.85	121.217	0	137.615	1
1556	21.1606	-86.8475	0	110.821	1
1557	32.08	34.78	0	67.5602	1
1558	11.25	75.7667	0	109.28	1
1559	59.9111	10.7528	0	31.9525	1
1560	28.3797	121.372	0	136.118	1
1561	-34.7679	-58.2133	0	137.68	1
1562	43.932	12.4484	0	47.7203	1
1563	37.3803	126.803	0	137.287	1
1564	27.1869	31.1714	0	70.1223	1
1565	24.3264	109.428	0	127.623	1
1566	40.8108	114.881	0	124.969	1
1567	36.2067	58.8042	0	79.6973	1
1568	51.4322	6.76111	0	39.1559	1
1569	29.3956	71.6722	0	93.8606	1
1570	27.7428	-97.4019	0	115.599	1
1571	26.2122	127.679	0	142.726	1
1572	33.35	43.7833	0	71.5975	1
1573	-29.9532	-71.338	0	139.563	1
1574	38.895	-77.0367	0	92.4466	1
1575	34.8894	135.225	0	146.024	1
1576	23.3556	85.3347	0	108.275	1
1577	4.37325	18.5628	0	87.6157	1
1578	28.9167	80.3333	0	100.919	1
1579	43.1039	141.536	0	149.103	1
1580	40.7	72.35	0	87.5501	1
1581	22.71	88.35	0	111.057	1
1582	40.3542	27.9725	0	56.9839	1
1583	27.5167	41.6833	0	75.111	1
1584	35.3333	40.15	0	67.8267	1
1585	34.8458	128.424	0	139.766	1
1586	45.7661	4.87944	0	44.5022	1
1587	36.5144	136.566	0	146.666	1
1588	45.5928	84.8711	0	95.7868	1
1589	14.55	44.4017	0	87.5455	1
1590	51.0536	3.72528	0	39.1241	1
1591	50.8242	-0.133889	0	39.1761	1
1592	42.8833	47.6333	0	66.9994	1
1593	27.3328	103.714	0	121.177	1
1594	25	88.15	0	109.524	1
1595	-12.9692	-39.2611	0	110.2	1
1596	-23.5228	-46.1931	0	122.561	1
1597	22.87	88.76	0	111.287	1
1598	40.0806	29.5097	0	57.9894	1
1599	35.955	139.875	0	149.953	1
1600	35.1928	128.085	0	139.318	1
1601	31.2152	107.495	0	122.518	1
1602	9.90474	-84.4552	0	116.396	1
1603	22.6294	88.3481	0	111.104	1
1604	-2.94694	-48.9528	0	105.05	1
1605	22.9833	120.183	0	137.605	1
1606	34.8992	136.927	0	147.597	1
1607	-25.5928	-49.41	0	125.71	1
1608	36.9	7.76667	0	53.665	1
1609	62.4422	-114.397	0	117.67	1
1610	44.2	27.3333	0	53.3362	1
1611	-20.075	-44.5758	0	118.758	1
1612	41.9833	2.81667	0	48.0992	1
1613	28.6667	77.4167	0	98.768	1
1614	-7.47056	110.218	0	147.134	1
1615	-29.76	-51.1469	0	130.225	1
1616	-2.21	113.92	0	146.562	1
1617	35.4847	51.0828	0	74.7085	1
1618	48.4672	38.7983	0	56.8356	1
1619	35.4281	133.331	0	144.067	1
1620	-4.85889	-43.3558	0	104.297	1
1621	18.7889	98.9833	0	121.937	1
1622	10.4603	-73.2597	0	108.137	1
1623	22.95	88.42	0	110.968	1
1624	17.9756	79.6011	0	107.349	1
1625	-5.18778	-37.3439	0	102.251	1
1626	47.2333	38.9	0	57.8117	1
1627	41.1231	126.181	0	135.317	1
1628	43.8563	18.4132	0	49.6818	1
1629	24.5833	73.6833	0	98.5321	1
1630	35.1406	134.032	0	144.824	1
1631	14.6099	-90.5252	0	117.807	1
1632	60.21	24.66	0	38.6725	1
1633	42.6341	141.606	0	149.317	1
1634	31.1	30.95	0	66.5366	1
1635	40.3667	49.8352	0	70.335	1
1636	33.4833	36.35	0	67.1971	1
1637	-8.58333	116.117	0	152.321	1
1638	-26.0936	28.0064	0	119.424	1
1639	38.7525	-121.289	0	131.672	1
1640	-0.0205556	109.341	0	141.631	1
1641	-22.5439	-44.1708	0	120.902	1
1642	33.9575	-118.346	0	130.945	1
1643	33.5492	68.4233	0	88.7043	1
1644	-33.45	-70.6667	0	142.245	1
1645	41.2317	16.3083	0	51.4229	1
1646	35.8911	139.791	0	149.897	1
1647	32.0836	72.6711	0	92.9268	1
1648	36.4019	138.249	0	148.275	1
1649	41.4822	-81.6697	0	94.9943	1
1650	-22.9708	-46.9958	0	122.356	1
1651	39.9237	44.045	0	66.6903	1
1652	37.5947	127.143	0	137.519	1
1653	24.9139	118.586	0	135.273	1
1654	-19.0089	-57.6528	0	123.316	1
1655	35.4823	-97.5352	0	111.738	1
1656	33.415	-111.831	0	125.332	1
1657	34.0661	132.998	0	144.281	1
1658	50.7215	-3.53311	0	39.437	1
1659	11.3167	-12.2833	0	79.6363	1
1660	19.3	72.85	0	101.517	1
1661	17.4833	106.6	0	128.927	1
1662	-31.3922	-58.0169	0	134.544	1
1663	25.78	87.47	0	108.514	1
1664	38.1619	27.3583	0	58.6145	1
1665	31.8122	119.969	0	133.336	1
1666	-33.2994	-66.3392	0	140.013	1
1667	-33.0078	-58.5111	0	136.215	1
1668	34.4996	109.468	0	122.734	1
1669	39.6292	118.174	0	128.461	1
1670	13.65	79.42	0	110.167	1
1671	-23.305	-45.9658	0	122.274	1
1672	3.6	98.4853	0	131.013	1
1673	21.9339	-79.4439	0	104.615	1
1674	44.2222	42.0575	0	62.1646	1
1675	9.3	13.4	0	81.805	1
1676	34.7333	135.4	0	146.245	1
1677	32.2833	-9.23333	0	58.4506	1
1678	38.625	34.7122	0	62.0027	1
1679	23.1367	-82.3589	0	106.083	1
1680	24.1681	115.667	0	133.089	1
1681	8.5	76.8997	0	112.053	1
1682	-34.8333	-58.5167	0	137.868	1
1683	27.88	78.08	0	99.7767	1
1684	-27.0958	-52.6178	0	128.375	1
1685	-5.01667	32.8	0	100.519	1
1686	50.1	8.76667	0	40.8517	1
1687	49.1822	-0.370556	0	40.8195	1
1688	41.8819	-87.6278	0	99.9699	1
1689	33.4933	49.075	0	74.8422	1
1690	34.4164	-118.506	0	130.894	1
1691	7.0918	171.38	0	190.381	1
1692	34.6936	135.502	0	146.354	1
1693	39.6385	22.4131	0	55.1237	1
1694	32.4353	105.84	0	120.481	1
1695	35.5931	51.4489	0	74.8806	1
1696	37.4	140.383	0	149.914	1
1697	-5.20083	-80.6253	0	124.754	1
1698	1.36667	99.2667	0	133.078	1
1699	23.03	72.58	0	98.7565	1
1700	38.7333	125.633	0	135.691	1
1701	12.3086	76.6531	0	109.14	1
1702	-19.6919	-43.9228	0	118.159	1
1703	36.8	34.6167	0	63.4709	1
1704	-25.095	-50.1619	0	125.551	1
1705	36.665	65.752	0	84.6637	1
1706	-16.9256	145.775	0	180.786	1
1707	48.7833	44.7667	0	60.8512	1
1708	10.7667	79.8333	0	112.478	1
1709	10.9556	-63.8478	0	101.61	1
1710	42.2663	118.922	0	128.145	1
1711	-26.8167	-65.2167	0	133.788	1
1712	-34.5167	-58.7667	0	137.688	1
1713	-25.445	-49.1928	0	125.489	1
1714	51.2333	51.3667	0	64.3536	1
1715	13.1667	-61.2333	0	98.2491	1
1716	35.5167	139.7	0	149.948	1
1717	39.6833	141.15	0	149.85	1
1718	19.0833	74.7333	0	103.025	1
1719	32.0231	34.7503	0	67.5937	1
1720	22.1745	88.4184	0	111.437	1
1721	34.0244	113.82	0	126.84	1
1722	66.0847	76.6789	0	80.3218	1
1723	41.2	32.6333	0	58.7058	1
1724	53.1	49.9167	0	62.0748	1
1725	37.5139	105.188	0	117.556	1
1726	35.1667	126.917	0	138.255	1
1727	41.5583	-73.0369	0	87.6413	1
1728	-9.47889	147.149	0	177.62	1
1729	33.8361	-117.89	0	130.585	1
1730	37.3806	118.013	0	129.212	1
1731	-0.22	-78.5125	0	119.599	1
1732	50.9781	11.0292	0	40.5506	1
1733	-6.76296	-79.8366	0	125.447	1
1734	31.1333	33.8	0	67.8802	1
1735	52.7167	41.4333	0	55.7384	1
1736	31.6295	-7.98108	0	58.9136	1
1737	39.9528	-75.1636	0	90.3011	1
1738	54.4833	53.4833	0	64.202	1
1739	-19.8667	47.0333	0	119.511	1
1740	38.9355	100.455	0	112.689	1
1741	31.8333	47.15	0	74.8765	1
1742	24.8141	118.579	0	135.315	1
1743	36.4167	136.45	0	146.594	1
1744	15.45	36.4	0	82.9618	1
1745	-17.8292	31.0522	0	112.211	1
1746	32.3111	35.0308	0	67.492	1
1747	52.4	13.0667	0	39.8058	1
1748	-12.6978	-38.3239	0	109.615	1
1749	33.0303	130.446	0	142.344	1
1750	38.5019	43.4167	0	67.3577	1
1751	12.8308	79.7078	0	110.943	1
1752	41.0804	-85.1392	0	98.1927	1
1753	-22.8389	-42.1028	0	120.438	1
1754	42.5667	12.65	0	49.0912	1
1755	24.6928	108.085	0	126.283	1
1756	9.02722	38.7369	0	89.7616	1
1757	25.8797	-97.5042	0	116.698	1
1758	10.2261	-67.877	0	104.743	1
1759	15.8222	78.035	0	107.665	1
1760	45.3272	14.4411	0	46.9489	1
1761	47.3923	8.0446	0	43.3605	1
1762	15.5	-88.0333	0	115.326	1
1763	-2.17333	-79.8311	0	121.938	1
1764	35.8175	139.678	0	149.819	1
1765	36.1833	117.667	0	129.39	1
1766	43.1833	-79.2333	0	92.0311	1
1767	53.7594	-2.69806	0	36.3408	1
1768	42.1322	21.7144	0	52.5627	1
1769	34.7333	36.7167	0	66.3515	1
1770	10.1667	-66.8833	0	104.148	1
1771	33.735	113.3	0	126.501	1
1772	17.9667	102.6	0	125.362	1
1773	-1.355	-48.3419	0	103.357	1
1774	25.6732	-100.458	0	119.289	1
1775	49.4878	8.46611	0	41.3874	1
1776	37.1803	38.8111	0	65.5456	1
1777	-20.82	-49.3789	0	121.323	1
1778	50.3	18.7833	0	43.9193	1
1779	52.2681	-113.811	0	119.903	1
1780	33.6928	-118	0	130.746	1
1781	40.2111	-8.42907	0	50.4973	1
1782	17.4833	-62.9833	0	96.0498	1
1783	47.0205	8.65833	0	43.8429	1
1784	32.7628	21.755	0	61.2322	1
1785	35.4693	139.462	0	149.744	1
1786	-12.7839	-38.4039	0	109.724	1
1787	22.7206	75.8472	0	101.387	1
1788	36.4556	127.125	0	137.941	1
1789	29.3242	-100.932	0	117.766	1
1790	9.93333	8.88333	0	80.558	1
1791	50.0833	14.4167	0	42.4403	1
1792	30.4889	47.81	0	76.3372	1
1793	21.4667	109.1	0	128.84	1
1794	-22.2958	-48.5578	0	122.345	1
1795	37.8328	126.817	0	137.128	1
1796	33.5992	-7.62	0	56.9133	1
1797	30.4387	-84.2806	0	103.203	1
1798	40.0194	-105.293	0	116.553	1
1799	-22.8858	-48.445	0	122.842	1
1800	28.4419	117.963	0	133.059	1
1801	37.4386	127.138	0	137.574	1
1802	-13.1631	-74.2244	0	127.09	1
1803	44.8667	24.8833	0	51.5383	1
1804	-23.2817	-46.7425	0	122.546	1
1805	36.6667	116.983	0	128.567	1
1806	29.7048	116.002	0	130.736	1
1807	-5.46667	122.633	0	155.412	1
1808	5.54028	-73.3614	0	111.872	1
1809	50.3011	18.6498	0	43.8613	1
1810	28.6667	77.2167	0	98.6113	1
1811	41.1144	121.129	0	130.622	1
1812	49.1404	9.21795	0	41.8865	1
1813	30.3	-97.7333	0	114.525	1
1814	42.2814	-83.7483	0	96.3891	1
1815	45.6336	-122.603	0	130.383	1
1816	-27.3665	-70.3323	0	136.827	1
1817	30.318	78.029	0	98.2368	1
1818	-33.0428	-71.3744	0	142.246	1
1819	46.8521	9.52965	0	44.1877	1
1820	54.7167	20.5	0	40.8064	1
1821	-24.7883	-65.4106	0	132.117	1
1822	23.5533	116.365	0	134	1
1823	-23.3286	-46.7244	0	122.583	1
1824	-0.309722	100.375	0	135.022	1
1825	22.1456	-80.4364	0	105.234	1
1826	-2.24389	-49.4958	0	104.684	1
1827	43.8225	87.6125	0	99.0369	1
1828	53.0769	8.80889	0	37.9593	1
1829	51.0475	-114.062	0	120.53	1
1830	31.7394	-106.487	0	121.383	1
1831	-27.6444	-48.6678	0	127.314	1
1832	26.13	50.555	0	81.4566	1
1833	35.6536	139.902	0	150.087	1
1834	54.0333	38.2667	0	52.5161	1
1835	-15.7861	35.0058	0	111.428	1
1836	47.6842	17.6344	0	45.8432	1
1837	26.5167	88.7333	0	109.104	1
1838	33.8626	115.774	0	128.667	1
1839	-27.6167	152.767	0	192.799	1
1840	-26.4833	31.3667	0	120.633	1
1841	39.145	34.1608	0	61.2633	1
1842	52.65	19.05	0	41.9276	1
1843	32.0089	51.8667	0	77.8018	1
1844	33.2667	35.2	0	66.7661	1
1845	56.1167	47.5	0	58.3466	1
1846	25.8606	-80.2939	0	102.767	1
1847	50.8782	12.0824	0	40.9451	1
1848	48.6928	6.18361	0	41.7675	1
1849	20.8175	105.338	0	126.025	1
1850	37.6689	-122.081	0	132.824	1
1851	36.2497	46.2733	0	70.9247	1
1852	38.5168	102.187	0	114.423	1
1853	19.75	-72.2	0	100.737	1
1854	22.97	88.43	0	110.963	1
1855	33.8833	-5.55	0	56.3904	1
1856	39.4167	125.933	0	135.712	1
1857	-21.2089	-50.4328	0	122.11	1
1858	51.3667	6.16667	0	39.1224	1
1859	47.95	21.7167	0	47.3267	1
1860	-21.2258	-43.7739	0	119.53	1
1861	13.5789	44.0219	0	88.1936	1
1862	10.0889	-68.0922	0	104.987	1
1863	34.2144	-4.00879	0	55.9294	1
1864	54.6167	39.7167	0	53.192	1
1865	-8.38333	-74.55	0	123.438	1
1866	1.66667	101.45	0	134.517	1
1867	27.6609	113.495	0	129.488	1
1868	52.3803	4.64056	0	37.9049	1
1869	42.4919	-83.0239	0	95.6555	1
1870	-3.87694	-38.6258	0	101.513	1
1871	47.1397	9.52194	0	43.9052	1
1872	13.9214	-89.845	0	117.729	1
1873	-8.52425	179.194	0	204.493	1
1874	41.3	69.2667	0	84.6733	1
1875	36.1167	120.4	0	131.907	1
1876	50.0386	15.7792	0	42.9639	1
1877	52.6281	1.29917	0	37.3945	1
1878	38.95	-8.98333	0	51.8344	1
1879	-10.2117	31.1783	0	104.95	1
1880	29.7132	118.315	0	132.789	1
1881	28.364	79.415	0	100.527	1
1882	47.9086	33.3433	0	53.6979	1
1883	0.133333	117.5	0	147.927	1
1884	25.5102	103.803	0	122.205	1
1885	37.6	61.8333	0	81.0501	1
1886	38.4731	-0.7975	0	51.5331	1
1887	-5.56667	12.2	0	96.3422	1
1888	10.5231	7.44028	0	79.8244	1
1889	-12.7667	15.7333	0	103.964	1
1890	45.4386	10.9928	0	45.8973	1
1891	34.1781	131.474	0	142.834	1
1892	46.8161	-71.2242	0	83.293	1
1893	38.5767	-92.1736	0	105.548	1
1894	10.9639	-74.7964	0	108.817	1
1895	35.95	39.0167	0	66.6611	1
1896	46.948	7.44743	0	43.6914	1
1897	54.3167	48.3667	0	60.1052	1
1898	-3.9675	122.595	0	154.465	1
1899	38.0833	46.2833	0	69.552	1
1900	37.4772	126.866	0	137.309	1
1901	38.8633	-104.792	0	116.603	1
1902	41.292	123.761	0	133.001	1
1903	24.9889	121.311	0	137.633	1
1904	13.6989	-89.1914	0	117.375	1
1905	-19.8758	-44.9839	0	118.728	1
1906	41.4056	27.3569	0	55.7658	1
1907	48.1372	11.5755	0	43.4337	1
1908	0.541111	123.059	0	152.14	1
1909	-19.9319	-44.0539	0	118.43	1
1910	38.25	140.333	0	149.571	1
1911	17.4917	44.1322	0	84.8829	1
1912	23.4	110.083	0	128.662	1
1913	33.1583	-117.351	0	130.393	1
1914	45.7597	21.23	0	49.0705	1
1915	10.4042	107.142	0	133.472	1
1916	11.65	78.1667	0	110.674	1
1917	-19.9678	-44.1978	0	118.517	1
1918	23.3735	116.694	0	134.375	1
1919	32.0436	48.8569	0	75.802	1
1920	50.2458	127.489	0	133.543	1
1921	26.3342	127.806	0	142.785	1
1922	36.6116	114.489	0	126.326	1
1923	10.4667	-68.0167	0	104.651	1
1924	41.5333	-8.61667	0	49.2267	1
1925	15.3833	-15.2167	0	76.1524	1
1926	27.7233	109.189	0	125.7	1
1927	32.1669	13.0167	0	59.2798	1
1928	44.5861	129.6	0	137.326	1
1929	44.7	10.6333	0	46.5313	1
1930	52.55	19.7	0	42.3154	1
1931	-9.41389	-40.5028	0	107.348	1
1932	51.8644	-2.24444	0	38.2015	1
1933	32.2989	-90.1847	0	107.064	1
1934	56.4886	84.9522	0	91.323	1
1935	20.42	106.168	0	126.937	1
1936	37.0833	41.2167	0	67.0745	1
1937	29.0397	111.684	0	127.238	1
1938	43.1715	124.364	0	132.889	1
1939	16.6164	-11.4044	0	74.2645	1
1940	-7.91167	-34.9028	0	103.947	1
1941	30.5872	114.288	0	128.809	1
1942	-23.4667	-46.5333	0	122.638	1
1943	38.7581	30.5386	0	59.6519	1
1944	18.2079	-71.0996	0	101.041	1
1945	45.5036	-122.439	0	130.274	1
1946	48.3	14.2833	0	44.0784	1
1947	41.0167	40.5167	0	63.5686	1
1948	47.5772	34.3575	0	54.5906	1
1949	43.8445	25.9539	0	52.9522	1
1950	9.50917	-13.7122	0	81.6505	1
1951	-23.6572	-46.5333	0	122.814	1
1952	23.73	86.85	0	109.246	1
1953	47.4233	9.37722	0	43.5971	1
1954	37.7697	-3.78889	0	52.3675	1
1955	20.6767	-103.347	0	124.444	1
1956	-9.91611	-63.0408	0	118.141	1
1957	-27.55	151.95	0	192.111	1
1958	-2.53333	140.717	0	168.415	1
1959	5.48333	7.03333	0	84.8088	1
1960	34.8667	138.267	0	148.853	1
1961	-14.7858	-39.28	0	111.906	1
1962	-15.5958	-56.0969	0	119.572	1
1963	38.4825	28.1478	0	58.7056	1
1964	-32.9167	-68.8333	0	140.878	1
1965	11.3992	103.495	0	129.959	1
1966	-16.3269	-48.9528	0	117.055	1
1967	18.5333	-72.4	0	101.731	1
1968	42.6394	-71.3147	0	85.6085	1
1969	33.7408	-117.881	0	130.618	1
1970	39.9398	119.588	0	129.643	1
1971	47.5167	42.15	0	59.8453	1
1972	43.9	25.9667	0	52.9101	1
1973	37.0104	37.7985	0	65.0894	1
1974	-18.9689	-49.465	0	119.67	1
1975	36.3333	126.617	0	137.521	1
1976	-19.5833	-65.75	0	127.795	1
1977	23.6139	58.5922	0	88.5447	1
1978	-6.16667	39.2	0	103.849	1
1979	22.75	88.3667	0	111.046	1
1980	25.0881	117.024	0	133.822	1
1981	-18.9189	-48.2769	0	119.139	1
1982	51.8272	107.606	0	114.177	1
1983	13.0833	-86	0	115.378	1
1984	41.1456	-104.802	0	115.63	1
1985	30.9475	118.752	0	132.624	1
1986	50.8756	8.01667	0	39.9373	1
1987	18.4764	-69.8933	0	100.004	1
1988	32.7792	-96.8089	0	112.455	1
1989	38.005	-121.806	0	132.439	1
1990	38.8667	65.8	0	83.3322	1
1991	34.1	-117.467	0	130.089	1
1992	44.9244	25.4572	0	51.7675	1
1993	46.7468	82.979	0	93.5754	1
1994	49.8	73.1167	0	83.4391	1
1995	26.225	50.5775	0	81.3962	1
1996	43.7706	142.365	0	149.683	1
1997	38.1936	15.5542	0	54.091	1
1998	42.3444	130.384	0	138.821	1
1999	36.8944	126.63	0	137.315	1
2000	31.7411	130.763	0	143.154	1
2001	33.0023	-7.6198	0	57.5048	1
2002	-19.458	29.82	0	113.447	1
2003	-34.7167	-58.2667	0	137.656	1
2004	-23.5508	-51.4608	0	124.668	1
2005	43.55	10.3167	0	47.5819	1
2006	-1.95361	30.0606	0	96.7425	1
2007	-25.325	-49.31	0	125.425	1
2008	-10.9833	26.7333	0	104.462	1
2009	30.4475	-91.1786	0	108.904	1
2010	-22.8078	-43.4139	0	120.873	1
2011	38.1144	15.65	0	54.1944	1
2012	19.7475	96.115	0	119.053	1
2013	40.2444	-111.661	0	122.245	1
2014	12.2495	109.191	0	134.044	1
2015	44.3333	23.8167	0	51.5042	1
2016	34.7667	137.383	0	148.071	1
2017	50.371	19.3213	0	44.0882	1
2018	37.1833	33.2167	0	62.3935	1
2019	-18.9386	47.5214	0	118.852	1
2020	40.8523	122.747	0	132.221	1
2021	35.4	0.133333	0	54.6002	1
