i	north	east	parent	distance	visited
2683	33.5	119.133	0	131.852	1
2684	28.9667	50.8333	0	79.4298	1
2685	30.55	31	0	67.047	1
2686	-22.4108	-47.5608	0	122.058	1
2687	22.8667	88.3833	0	110.989	1
2688	-29.92	-51.18	0	130.385	1
2689	38.2311	27.9719	0	58.8426	1
2690	51.5889	4.77583	0	38.7069	1
2691	46.0667	11.1167	0	45.318	1
2692	25.8292	114.934	0	131.634	1
2693	-9.92944	-76.2397	0	125.692	1
2694	47.7235	128.889	0	135.646	1
2695	49.8833	-97.15	0	105.107	1
2696	35.6073	140.106	0	150.294	1
2697	50.77	15.0584	0	42.0208	1
2698	30.9273	113.911	0	128.317	1
2699	39.05	-94.5833	0	107.433	1
2700	47.5675	-52.7072	0	67.6651	1
2701	34.7178	137.851	0	148.523	1
2702	34.4089	133.205	0	144.34	1
2703	46.8133	-100.779	0	109.642	1
2704	14.6833	77.6	0	108.14	1
2705	23.55	87.32	0	109.729	1
2706	-29.8667	31.0167	0	123.815	1
2707	52.3758	5.22556	0	37.9853	1
2708	7.21111	79.8386	0	115.014	1
2709	-24.6569	25.9086	0	117.548	1
2710	37.4513	116.31	0	127.63	1
2711	43.45	-80.4833	0	92.9756	1
2712	40.7208	-89.6094	0	102.266	1
2713	8.88528	76.5864	0	111.557	1
2714	35.0117	135.768	0	146.481	1
2715	-38	-57.55	0	140.342	1
2716	31.6078	65.7053	0	87.9024	1
2717	-3.7275	-38.5275	0	101.337	1
2718	37.25	-6.95	0	53.2059	1
2719	-27.6339	-52.2739	0	128.726	1
2720	-29.4131	-66.8558	0	136.855	1
2721	38.3453	-0.483056	0	51.657	1
2722	41.5225	-88.1406	0	100.592	1
2723	21.5428	39.1728	0	78.8727	1
2724	35.8667	128.6	0	139.529	1
2725	-22.5269	-41.945	0	120.09	1
2726	52.1153	26.1031	0	46.0068	1
2727	22.89	88.02	0	110.685	1
2728	0.733333	124.317	0	153.046	1
2729	34.0667	134.55	0	145.713	1
2730	47.7486	7.33917	0	42.8841	1
2731	-12.5447	27.8708	0	106.265	1
2732	-26.1883	28.3206	0	119.59	1
2733	38.4127	27.1384	0	58.2901	1
2734	46.05	14.5167	0	46.2854	1
2735	25.2167	88.7667	0	109.893	1
2736	49.4003	15.5906	0	43.4903	1
2737	-9.40778	-38.2219	0	106.503	1
2738	44.6361	22.6556	0	50.7066	1
2739	32.3878	48.4033	0	75.2466	1
2740	48.3822	-89.2461	0	98.4729	1
2741	36.3964	140.534	0	150.41	1
2742	-16.6489	-49.4889	0	117.572	1
2743	37.8	-122.25	0	132.928	1
2744	35.9439	126.954	0	137.984	1
2745	59.3294	18.0686	0	35.5972	1
2746	9.91667	-68.3	0	105.253	1
2747	35.8078	139.724	0	149.865	1
2748	47.6597	23.5819	0	48.4645	1
2749	42.0394	-88.2886	0	100.474	1
2750	32.7833	129.867	0	141.912	1
2751	35.7239	140.224	0	150.362	1
2752	-1.36583	-48.3719	0	103.381	1
2753	47.4992	8.72671	0	43.3875	1
2754	3.32833	99.1625	0	131.701	1
2755	52.9167	-1.46667	0	37.1123	1
2756	33.3167	130.517	0	142.294	1
2757	24.8011	113.593	0	130.974	1
2758	51.4036	21.1567	0	44.0146	1
2759	12.6458	-7.99222	0	77.7659	1
2760	35.4933	128.749	0	139.811	1
2761	25.3867	97.3936	0	116.878	1
2762	37.25	55.1672	0	76.3281	1
2763	-34.8667	-57.8667	0	137.624	1
2764	42.65	-73.7667	0	87.6558	1
2765	36.85	42.9833	0	68.3556	1
2766	38.8803	-6.97528	0	51.5934	1
2767	34.25	-6.58333	0	56.1374	1
2768	42.8667	74.5667	0	88.2142	1
2769	46.0764	23.5728	0	49.8494	1
2770	27.7378	111.997	0	128.141	1
2771	8.48333	-13.2331	0	82.5838	1
2772	15.4	-87.8	0	115.213	1
2773	31.9892	44.9247	0	73.3723	1
2774	56.0424	12.721	0	36.2621	1
2775	-19.4658	-44.2469	0	118.07	1
2776	33.583	114.011	0	127.206	1
2777	-20.6578	-40.5108	0	117.84	1
2778	27.6833	84.4333	0	104.94	1
2779	-19.9281	-43.9419	0	118.385	1
2780	14.8022	42.9511	0	86.5997	1
2781	20.2644	85.8281	0	110.587	1
2782	12.6242	-87.1297	0	116.527	1
2783	-22.8269	-43.0539	0	120.762	1
2784	-12.1356	-38.4189	0	109.122	1
2785	29.9547	-90.0751	0	108.254	1
2786	13.0869	109.309	0	133.656	1
2787	34.7936	126.389	0	137.92	1
2788	43.325	-79.8	0	92.4478	1
2789	-17.3333	-63.3833	0	124.651	1
2790	9.65	-68.5833	0	105.64	1
2791	-20.0219	-44.0589	0	118.516	1
2792	37.45	118.467	0	129.599	1
2793	-32.035	-52.0989	0	132.691	1
2794	35.9706	-79.9975	0	96.5338	1
2795	27.1	93.62	0	112.788	1
2796	26.2706	-80.2592	0	102.484	1
2797	32.8664	59.2211	0	82.2885	1
2798	42.3	69.6	0	84.3768	1
2799	47.7667	39.9167	0	58.1119	1
2800	-10.2128	-48.3603	0	111.271	1
2801	2.4411	-76.6061	0	116.34	1
2802	-19.3987	-40.0651	0	116.504	1
2803	22.833	88.633	0	111.208	1
2804	37.5027	15.0873	0	54.6223	1
2805	0.516667	35.2833	0	96.1883	1
2806	35.5412	106.682	0	119.778	1
2807	-34.8167	-58.4667	0	137.832	1
2808	36.7	67.1167	0	85.7061	1
2809	8.35962	-62.6517	0	102.91	1
2810	22.72	88.48	0	111.154	1
2811	51.7167	8.76667	0	39.2743	1
2812	9.03333	-70.6	0	107.424	1
2813	36.4611	52.8606	0	75.2373	1
2814	22.6521	88.4191	0	111.147	1
2815	-34.8167	-55.95	0	136.783	1
2816	56.4	61.9333	0	70.4606	1
2817	-4.88333	29.6333	0	99.4031	1
2818	37.2833	49.6	0	72.3824	1
2819	50.8467	4.35167	0	39.3944	1
2820	53.7167	91.4167	0	98.3539	1
2821	-14.7889	-39.0489	0	111.828	1
2822	38.4178	112.723	0	123.965	1
2823	33.7569	-84.3903	0	101.415	1
2824	45.4	-71.9	0	84.6095	1
2825	9.56556	44.0606	0	91.7117	1
2826	30.1978	71.4711	0	93.1903	1
2827	-30.0808	-51.0228	0	130.471	1
2828	-18.17	-47.9419	0	118.318	1
2829	43.4667	-80.5167	0	92.9962	1
2830	26.0128	-111.343	0	128.42	1
2831	35.8544	139.969	0	150.077	1
2832	32.8752	13.1875	0	58.6272	1
2833	-3.42639	29.9306	0	98.1037	1
2834	38.5039	125.759	0	135.894	1
2835	-0.502222	117.154	0	148.039	1
2836	-0.5477	166.921	0	189.899	1
2837	53.78	20.4942	0	41.6161	1
2838	42.5	1.5	0	47.5237	1
2839	38.7225	35.4875	0	62.3598	1
2840	34.4	74.28	0	92.784	1
2841	30.1388	31.2924	0	67.5468	1
2842	25.2697	55.3094	0	85.1419	1
2843	28.2769	68.4514	0	92.1701	1
2844	-5.36889	-49.1178	0	107.274	1
2845	34.8667	137.067	0	147.739	1
2846	50.8667	5.68333	0	39.5439	1
2847	52.955	-1.14917	0	37.0628	1
2848	20	73.7833	0	101.705	1
2849	30.6667	51.5833	0	78.6211	1
2850	50.45	30.5236	0	49.9589	1
2851	-21.1783	-47.8067	0	121.021	1
2852	36.6486	138.193	0	148.134	1
2853	-6.8	39.2833	0	104.467	1
2854	41.1597	27.8028	0	56.1994	1
2855	16.8244	75.7154	0	105.297	1
2856	50.3	18.95	0	43.9908	1
2857	36.0622	139.667	0	149.72	1
2858	35.0111	37.0531	0	66.3077	1
2859	25.9789	-80.2825	0	102.684	1
2860	38.5772	140.956	0	150.043	1
2861	37.7608	140.473	0	149.872	1
2862	38.8008	26.9728	0	57.8696	1
2863	31.1289	104.395	0	119.85	1
2864	-37.3167	-59.1333	0	140.379	1
2865	39.8417	33.5139	0	60.3244	1
2866	23.7167	-15.95	0	68.1754	1
2867	2.9275	-75.2875	0	115.108	1
2868	22.1497	-100.975	0	121.654	1
2869	34.6867	-1.91139	0	55.3463	1
2870	31.2589	34.7978	0	68.2745	1
2871	35.8642	140.028	0	150.129	1
2872	33.6007	73.0679	0	92.3028	1
2873	35.6689	139.478	0	149.686	1
2874	47.1911	23.0572	0	48.6234	1
2875	32.93	-5.66	0	57.35	1
2876	19.3	-70.25	0	99.6672	1
2877	44.2017	17.9039	0	49.1735	1
2878	28.9381	53.6481	0	81.2815	1
2879	-22.4119	-42.9658	0	120.343	1
2880	-19.4678	-42.5369	0	117.442	1
2881	11.9667	-86.1	0	116.2	1
2882	36.7817	126.452	0	137.195	1
2883	39.55	44.0833	0	66.9966	1
2884	-5.09389	-42.8369	0	104.297	1
2885	32.9387	119.84	0	132.732	1
2886	-0.035	-51.175	0	103.562	1
2887	53.3567	83.7872	0	91.4496	1
2888	17.3617	78.4747	0	106.933	1
2889	17.9869	-92.9194	0	117.558	1
2890	53.95	-1.08333	0	36.0663	1
2891	-22.505	-43.1789	0	120.506	1
2892	16.7	74.47	0	104.492	1
2893	53	-2.18333	0	37.0644	1
2894	37.95	23.7	0	57.1917	1
2895	-10.9167	-37.05	0	107.503	1
2896	20.02	110.32	0	130.643	1
2897	40.0547	-0.463333	0	49.9474	1
2898	-26.3039	-48.8458	0	126.145	1
2899	28.7833	76.1333	0	97.6922	1
2900	10.2003	-67.5514	0	104.552	1
2901	40.2217	-74.7561	0	89.8129	1
2902	47.2422	6.02139	0	43.1797	1
2903	53.3833	59.0333	0	69.4674	1
2904	51.3333	12.3833	0	40.6012	1
2905	42.25	42.7	0	64.0574	1
2906	37.0692	15.2875	0	55.0943	1
2907	31.05	30.4667	0	66.3575	1
2908	-32.9514	27.6116	0	126.014	1
2909	-17.3975	-66.2817	0	126.204	1
2910	51.2003	6.69389	0	39.3729	1
2911	23.07	88.82	0	111.214	1
2912	43.3125	45.6986	0	65.3306	1
2913	29.3	30.8333	0	68.0822	1
2914	5.93333	10.1667	0	84.6792	1
2915	34.35	108.717	0	122.132	1
2916	47.1333	24.4833	0	49.3658	1
2917	29.8419	31.3342	0	67.8294	1
2918	40.6031	140.464	0	148.897	1
2919	31.5497	74.3436	0	94.5696	1
2920	34.8667	138.317	0	148.9	1
2921	40.3864	71.7864	0	87.2628	1
2922	52.2081	0.1225	0	37.7921	1
2923	32.99	-96.8933	0	112.421	1
2924	55.6775	12.5364	0	36.5403	1
2925	35.7933	139.565	0	149.723	1
2926	53.6333	11.4167	0	38.1166	1
2927	49.6106	6.13278	0	40.8524	1
2928	8.56667	-10.1333	0	82.0614	1
2929	12.8703	74.8806	0	107.499	1
2930	62.8925	27.6783	0	38.7415	1
2931	53.3833	-3.01667	0	36.7407	1
2932	35.3761	139.917	0	150.202	1
2933	-25.4589	-49.5278	0	125.633	1
2934	35.6994	139.503	0	149.699	1
2935	35.3328	137.132	0	147.627	1
2936	42.4397	19.2661	0	51.3144	1
2937	49.4539	11.0775	0	42.0321	1
2938	16.5167	80.6167	0	109.082	1
2939	37.0667	37.3833	0	64.8032	1
2940	51.48	-3.18	0	38.651	1
2941	14.655	-16.2314	0	77.0735	1
2942	52.6333	-1.13333	0	37.3838	1
2943	40.4667	71.7167	0	87.1598	1
2944	18.3	42.7333	0	83.4687	1
2945	33.45	129.969	0	141.738	1
2946	46.1956	9.02381	0	44.7242	1
2947	10.2278	-67.3336	0	104.391	1
2948	53.5447	-2.63167	0	36.5501	1
2949	-18.7158	-39.8589	0	115.792	1
2950	-19.056	-169.921	0	201.907	1
2951	26.3792	127.858	0	142.812	1
2952	10.7856	-0.851389	0	79.219	1
2953	-40.5667	-73.15	0	149.662	1
2954	36.5611	136.656	0	146.733	1
2955	34.675	33.0443	0	64.4421	1
2956	41.7225	44.7925	0	65.8565	1
2957	35.1186	138.919	0	149.366	1
2958	36.0956	114.346	0	126.415	1
2959	12.9496	100.893	0	126.949	1
2960	35.2347	128.357	0	139.552	1
2961	37.1361	128.212	0	138.683	1
2962	6.44889	3.35889	0	83.6186	1
2963	-22.8219	-47.2669	0	122.323	1
2964	34.8167	135.433	0	146.244	1
2965	55.6333	51.8167	0	62.1774	1
2966	14.5333	49.1333	0	90.0517	1
2967	36.4153	128.161	0	138.912	1
2968	34.15	73.2167	0	92.0864	1
2969	34.0528	-117.628	0	130.255	1
2970	50.9917	7.13667	0	39.6558	1
2971	22.15	82.0167	0	106.444	1
2972	16.3	80.45	0	109.105	1
2973	35.1667	-2.93333	0	54.9117	1
2974	37.4667	57.3333	0	77.7616	1
2975	-21.205	-41.8878	0	118.832	1
2976	31.3203	48.6692	0	76.2365	1
2977	22.4333	87.3333	0	110.419	1
2978	30.9833	41.0167	0	71.8703	1
2979	23.22	72.68	0	98.7013	1
2980	9.90417	-84.1019	0	116.14	1
2981	15.63	77.28	0	107.252	1
2982	24.6561	84.4356	0	106.767	1
2983	-6.394	106.823	0	143.885	1
2984	58.9701	5.73332	0	31.5552	1
2985	31.6658	34.5664	0	67.8064	1
2986	10.1833	-67.9333	0	104.812	1
2987	28.3147	112.554	0	128.349	1
2988	22.4167	107.367	0	126.866	1
2989	35.1	129.04	0	140.233	1
2990	25.6714	-100.309	0	119.164	1
2991	-22.7589	-43.4508	0	120.841	1
2992	18.1667	76.05	0	104.612	1
2993	43.5364	-96.7317	0	107.312	1
2994	-27.7844	-64.2669	0	134.177	1
2995	7.9075	-72.5047	0	109.527	1
2996	39.737	98.5049	0	110.587	1
2997	36.19	5.41	0	54.0813	1
2998	39.7994	-89.655	0	102.753	1
2999	-23.6019	-46.7528	0	122.846	1
3000	33.2497	126.56	0	138.701	1
3001	27.6833	85.3333	0	105.665	1
3002	40.2697	-76.8756	0	91.5585	1
3003	22.5736	88.3251	0	111.12	1
3004	-28.4669	-49.0069	0	128.203	1
3005	43.3	68.2436	0	82.6927	1
3006	31.0439	46.2575	0	74.9372	1
3007	25.5269	69.0111	0	94.4421	1
3008	11.3408	77.7172	0	110.577	1
3009	-16.6806	-49.2564	0	117.503	1
3010	40.6678	129.197	0	138.296	1
3011	41.5333	45	0	66.1364	1
3012	26.1722	91.7458	0	111.764	1
3013	49.8225	19.0444	0	44.4626	1
3014	25.4667	68.7167	0	94.2684	1
3015	25.75	89.25	0	109.971	1
3016	-23.6939	-46.565	0	122.86	1
3017	40.15	26.4	0	56.4091	1
3018	12.8	45.0333	0	89.3747	1
3019	50.4111	80.2275	0	89.4636	1
3020	40.9919	113.124	0	123.284	1
3021	-8.83833	13.2344	0	99.7204	1
3022	36.1283	50.1764	0	73.6195	1
3023	44.8249	126.545	0	134.367	1
3024	-11.7036	43.2536	0	110.519	1
3025	51.5583	-1.78111	0	38.4829	1
3026	34.6269	135.601	0	146.471	1
3027	26.084	43.994	0	77.5933	1
3028	23.901	106.619	0	125.446	1
3029	53.7449	-2.4769	0	36.3396	1
3030	33.3333	69.9167	0	89.997	1
3031	22.59	88.92	0	111.583	1
3032	45.8131	15.9772	0	46.9868	1
3033	19.5	109.583	0	130.303	1
3034	-20.5569	-48.5678	0	120.755	1
3035	49.8801	-119.444	0	126.002	1
3036	-21.1378	-48.9728	0	121.449	1
3037	51.5339	9.93556	0	39.7285	1
3038	30.5958	50.2417	0	77.8015	1
3039	6.1	-0.266667	0	83.9004	1
3040	33.2847	131.491	0	143.201	1
3041	28.5	53.56	0	81.5532	1
3042	-7.94083	-34.8728	0	103.964	1
3043	-22.7475	-42.8558	0	120.618	1
3044	52.15	9.95	0	39.136	1
3045	31.65	120.733	0	134.094	1
3046	41.8167	59.9831	0	76.9389	1
3047	12.9791	77.5913	0	109.328	1
3048	-22.57	17.0836	0	113.859	1
3049	52.5186	13.4044	0	39.8062	1
3050	-3.46667	114.75	0	147.999	1
3051	40.6078	43.0958	0	65.5503	1
3052	25.6775	-100.26	0	119.119	1
3053	-41.2889	174.777	0	218.595	1
3054	0.0329583	-51.0653	0	103.449	1
3055	36.1647	1.33167	0	53.8517	1
3056	36.84	-2.4675	0	53.2172	1
3057	47.9214	106.906	0	114.889	1
3058	35.3667	116.45	0	128.629	1
3059	12.11	15.05	0	79.3307	1
3060	20.8872	-76.2631	0	102.921	1
3061	13.5333	-87.4833	0	116.192	1
3062	-19.6189	-43.2269	0	117.834	1
3063	35.1167	-106.617	0	119.914	1
3064	-11.45	34.0333	0	107.006	1
3065	41.5345	60.6249	0	77.6163	1
3066	31.9167	131.417	0	143.68	1
3067	33.1247	-117.081	0	130.164	1
3068	-17.7333	168.317	0	199.842	1
3069	44.9386	26.0225	0	52.0356	1
3070	-8.1	112.15	0	149.001	1
3071	33.5694	-117.203	0	130.08	1
3072	34.6667	3.25	0	55.4287	1
3073	35.7547	139.469	0	149.646	1
3074	52.5167	85.1667	0	93.0503	1
3075	34.5328	69.1658	0	88.6596	1
3076	51.5139	7.46528	0	39.2035	1
3077	7.95	39.1167	0	90.8973	1
3078	47.8378	35.1383	0	54.8849	1
3079	37.4333	138.833	0	148.452	1
3080	33.8972	48.7514	0	74.3251	1
3081	31.3167	45.2833	0	74.1236	1
3082	33.7683	-118.196	0	130.89	1
3083	-39.8142	-73.2459	0	149.053	1
3084	38.9786	-76.4919	0	91.9467	1
3085	34.5667	135.483	0	146.385	1
3086	-7.23056	-35.8811	0	103.64	1
3087	33.9517	131.247	0	142.713	1
3088	22.6293	110.151	0	129.12	1
3089	-9.97806	-67.8117	0	120.806	1
3090	46.95	142.733	0	149.084	1
3091	26.2312	104.097	0	122.076	1
3092	47.2683	11.3933	0	44.2245	1
3093	41.0167	70.1333	0	85.5456	1
3094	-1.71778	-48.8828	0	103.931	1
3095	6.68333	-1.61667	0	83.3323	1
3096	-34.75	-58.5833	0	137.821	1
3097	29.9361	30.9269	0	67.5585	1
3098	12.6667	108.05	0	132.873	1
3099	-4.01667	119.624	0	152.148	1
3100	-26.9189	-49.0658	0	126.797	1
3101	21.5	-104.9	0	125.285	1
3102	11.395	-69.6816	0	105.044	1
3103	48.7761	9.1775	0	42.2331	1
3104	-10.855	-37.1258	0	107.471	1
3105	10.1875	-67.4611	0	104.504	1
3106	35.7972	139.594	0	149.748	1
3107	37.3042	-121.873	0	132.777	1
3108	41.4	128.183	0	137.087	1
3109	33.9196	133.181	0	144.507	1
3110	36.3667	43.1167	0	68.8156	1
3111	55.7075	21.1428	0	40.2864	1
3112	26.3333	43.9667	0	77.3726	1
3113	30.08	-94.1267	0	111.581	1
3114	35.2992	113.885	0	126.341	1
3115	25.4394	119.01	0	135.394	1
3116	41.0731	-81.5178	0	95.0736	1
3117	31.1667	121.467	0	134.965	1
3118	33.81	-6.06	0	56.5158	1
3119	32.3062	118.311	0	131.629	1
3120	-22.9239	-45.4617	0	121.732	1
3121	28.9545	118.876	0	133.634	1
3122	27.0333	14.4333	0	64.5997	1
3123	35.0606	118.343	0	130.473	1
3124	27.2418	111.472	0	127.925	1
3125	32.0167	34.7667	0	67.6076	1
3126	25.3189	83.0128	0	105.237	1
3127	37.5203	111.135	0	122.903	1
3128	40.9833	27.5167	0	56.2121	1
3129	32.5147	45.8189	0	73.5114	1
3130	37.3302	42.1848	0	67.4808	1
3131	28.58	78.55	0	99.7122	1
3132	35.4464	139.391	0	149.686	1
3133	1.61417	-75.6117	0	116.315	1
3134	26.8808	100.221	0	118.441	1
3135	-25.54	-54.5875	0	127.786	1
3136	-23.9936	-46.2564	0	123.021	1
3137	47.0228	28.8353	0	51.7544	1
3138	27.2	56.25	0	84.3084	1
3139	-34.7	-58.5833	0	137.776	1
3140	28.4962	77.536	0	98.9675	1
3141	43.8808	11.0966	0	47.4354	1
3142	-13.8333	-171.833	0	200.769	1
3143	-23.1864	-46.8842	0	122.512	1
3144	14.6379	-89.9904	0	117.379	1
3145	-20.1389	-44.8839	0	118.933	1
3146	4.46667	97.95	0	130.039	1
3147	31.3186	-110.946	0	125.509	1
3148	-1.14889	116.903	0	148.238	1
3149	30.5098	105.574	0	121.181	1
3150	38.6333	27.4167	0	58.2255	1
3151	-33.75	25.4	0	126.33	1
3152	37.0333	140.883	0	150.511	1
3153	8.63333	-70.2167	0	107.475	1
3154	49.7133	-2.20583	0	40.347	1
3155	-25.5208	-48.5094	0	125.293	1
3156	28.9	76.5667	0	97.9575	1
3157	33.1414	-96.8131	0	112.275	1
3158	36.83	54.48	0	76.1257	1
3159	-33.8667	151.2	0	195.459	1
3160	-8.02194	-34.9808	0	104.077	1
3161	53.1439	8.21389	0	37.7603	1
3162	35.4681	133.049	0	143.79	1
3163	22.3302	87.3237	0	110.475	1
3164	53.15	29.2333	0	47.0373	1
3165	41.1271	37.2882	0	61.4734	1
3166	-16.2528	-47.95	0	116.571	1
3167	-16.7322	-43.8636	0	115.394	1
3168	40.458	128.911	0	138.103	1
3169	1.06778	104.017	0	136.852	1
3170	13.4969	39.4769	0	86.088	1
3171	22.7583	121.144	0	138.555	1
3172	-22.2819	-42.5308	0	120.067	1
3173	36.0812	111.509	0	123.86	1
3174	-27.8158	-50.3258	0	128.114	1
3175	43.6109	3.87723	0	46.5508	1
3176	36.0317	-114.981	0	127.017	1
3177	56.1333	47.25	0	58.1336	1
3178	6.13194	1.22278	0	83.877	1
3179	9.92806	-69.5778	0	106.078	1
3180	-29.1563	26.3512	0	122.035	1
3181	35.2269	-80.8433	0	97.6511	1
3182	38.5753	-121.486	0	131.922	1
3183	-21.1347	-175.208	0	207.482	1
3184	34.7717	72.36	0	91.0282	1
3185	36.4053	139.331	0	149.283	1
3186	-22.3708	-41.7869	0	119.889	1
3187	32.1167	20.0667	0	61.263	1
3188	33.67	-117.91	0	130.675	1
3189	-20.1667	57.5	0	124.27	1
3190	32.9354	117.353	0	130.492	1
3191	13.4833	144.75	0	163.73	1
3192	-21.7939	-48.1758	0	121.732	1
3193	-17.8764	36.8872	0	114.009	1
3194	22.79	88.32	0	110.985	1
3195	6.45	3.4	0	83.6192	1
3196	51.1333	71.4333	0	81.3224	1
3197	5.03	118.34	0	145.685	1
3198	37.6367	127.214	0	137.569	1
3199	35.7767	-5.80389	0	54.5331	1
3200	-2.98333	104.764	0	140.077	1
3201	33.35	44.4167	0	71.9865	1
3202	24.65	46.71	0	80.3271	1
3203	22.8	88.37	0	111.018	1
3204	-8.05389	-34.8808	0	104.073	1
3205	-2.62778	-56.7358	0	108.623	1
3206	-8.11194	-79.0289	0	125.982	1
3207	4.6	101.07	0	132.319	1
3208	-6.82417	37.6633	0	103.892	1
3209	55.4408	65.3411	0	73.9175	1
3210	18.5196	73.8553	0	102.782	1
3211	32.4922	-84.9403	0	102.577	1
3212	48.895	8.705	0	42.0166	1
3213	40.0833	65.3833	0	82.2597	1
3214	49.5939	17.2508	0	43.9346	1
3215	-6.06778	-49.9019	0	108.255	1
3216	35.4906	112.848	0	125.324	1
3217	26.1667	32.7167	0	71.7292	1
3218	37.7348	115.686	0	126.944	1
3219	29.6597	94.3594	0	112.003	1
3220	36.55	52.6833	0	75.0496	1
3221	35.6667	138.567	0	148.838	1
3222	36.9081	30.6956	0	61.3267	1
3223	36.3069	59.6042	0	80.2222	1
3224	52.1278	11.6292	0	39.6175	1
3225	24.5093	117.661	0	134.659	1
3226	45.695	9.67	0	45.348	1
3227	-3.76778	-49.6728	0	106.112	1
3228	35.9753	139.752	0	149.831	1
3229	-2.53	-44.3028	0	102.589	1
3230	36.08	-79.8194	0	96.325	1
3231	53.9089	30.343	0	47.1515	1
3232	31.4669	104.738	0	119.984	1
3233	53.1167	23.1667	0	43.5554	1
3234	35.55	45.4333	0	70.9154	1
3235	-16.8219	-49.245	0	117.627	1
3236	27.15	-13.2	0	64.2212	1
3237	36.7817	-119.792	0	131.082	1
3238	35.2342	128.881	0	140.034	1
3239	36.2039	127.085	0	138.002	1
3240	32.655	-8.4292	0	57.9612	1
3241	3.3	117.633	0	146.132	1
3242	46.9838	128.04	0	135.073	1
3243	44.368	-100.336	0	110.226	1
3244	34.7936	114.34	0	126.97	1
3245	49.8667	8.65	0	41.0549	1
3246	32.3778	15.0901	0	59.5654	1
3247	37.3833	-5.98333	0	52.9558	1
3248	-7.83389	-34.9058	0	103.874	1
3249	-22.9189	-42.8189	0	120.765	1
3250	22.64	88.37	0	111.115	1
3251	28.6353	-106.089	0	122.558	1
3252	12.9167	-85.9167	0	115.428	1
3253	9.93333	-84.0833	0	116.106	1
3254	32.8031	130.708	0	142.675	1
3255	-7.98	112.62	0	149.276	1
3256	33.95	130.933	0	142.426	1
3257	-19.5189	-42.6289	0	117.523	1
3258	-6.23333	107	0	143.909	1
3259	-37.6858	176.167	0	217.574	1
3260	38.8333	-9.16667	0	51.9813	1
3261	46.55	15.6333	0	46.1769	1
3262	27.795	114.924	0	130.679	1
3263	6.81611	-5.27417	0	83.3509	1
3264	44.5381	18.6761	0	49.1486	1
3265	39.75	37.0167	0	62.4123	1
3266	50.2701	18.8742	0	43.9853	1
3267	8.43626	99.963	0	129.016	1
3268	48.7167	21.25	0	46.4314	1
3269	-3.29667	102.862	0	138.87	1
3270	43.7019	7.26833	0	46.8651	1
3271	54.5189	18.5319	0	40.0292	1
3272	37.5486	45.0675	0	69.1537	1
3273	-1.50694	33.8042	0	97.5512	1
3274	6.9	79.9164	0	115.292	1
3275	21.8808	-102.296	0	122.901	1
3276	24.4164	111.548	0	129.399	1
3277	35.4333	139.367	0	149.668	1
3278	32.005	-102.099	0	117.421	1
3279	33.2342	-8.5228	0	57.402	1
3280	11.7167	-70.1833	0	105.138	1
3281	39.05	66.8333	0	84.0393	1
3282	39.15	-0.435	0	50.8519	1
3283	38.6333	-9.08333	0	52.1636	1
3284	35.1614	138.676	0	149.125	1
3285	21.8481	-78.7631	0	104.155	1
3286	30.0162	122.099	0	136.037	1
3287	-19.5928	-46.9408	0	119.223	1
3288	54.9	23.9333	0	42.4831	1
3289	32.2217	-110.926	0	125.072	1
3290	-9.43333	159.95	0	188.337	1
3291	32.8639	51.5475	0	76.9525	1
3292	-27.4678	153.028	0	192.915	1
3293	-34.7	-58.4	0	137.698	1
3294	-26.2044	28.0416	0	119.54	1
3295	32.15	74.1833	0	94.0733	1
3296	32.5178	130.618	0	142.707	1
3297	32.5082	-93.763	0	109.985	1
3298	32.9069	-96.635	0	112.241	1
3299	34.8167	134.683	0	145.55	1
3300	55.86	-4.25	0	34.4035	1
3301	45.05	9.7	0	45.9847	1
3302	42.8679	130.358	0	138.617	1
3303	52.4083	16.9336	0	41.2296	1
3304	34.8167	135.65	0	146.445	1
3305	36.3167	139.2	0	149.193	1
3306	44.4161	12.2017	0	47.1887	1
3307	-22.7819	-43.4289	0	120.855	1
3308	44.3106	-69.78	0	83.4073	1
3309	36.45	115.983	0	127.749	1
3310	34.7167	137.733	0	148.414	1
3311	7.15	3.35	0	82.9177	1
3312	53.1167	18	0	41.0412	1
3313	-22.0178	-47.8908	0	121.826	1
3314	30.7192	31.2628	0	67.0192	1
3315	-28.6775	-49.3697	0	128.537	1
3316	37.15	138.233	0	147.992	1
3317	50.9069	-1.40472	0	39.1183	1
3318	-19.5389	-40.6308	0	116.832	1
3319	-19.7478	-47.9319	0	119.758	1
3320	36.3403	139.45	0	149.418	1
3321	51.05	13.74	0	41.3024	1
3322	9.91966	78.1194	0	111.873	1
3323	46.25	20.1667	0	48.1742	1
3324	43.6044	1.44389	0	46.418	1
3325	51.4333	7.33333	0	39.2577	1
3326	36.6372	127.49	0	138.207	1
3327	-18.5871	-46.5149	0	118.13	1
3328	35.5486	139.447	0	149.701	1
3329	51.4667	46.1167	0	60.0963	1
3330	44.0594	12.5683	0	47.6287	1
3331	-30.0328	-51.23	0	130.508	1
3332	34.1959	43.8857	0	70.9933	1
3333	14.4333	79.9667	0	110.023	1
3334	34.3167	47.0686	0	72.9115	1
3335	35.8219	127.149	0	138.21	1
3336	36	119.417	0	131.059	1
3337	32.0508	-81.1039	0	99.6792	1
3338	24.16	80.83	0	104.252	1
3339	28.5336	-81.3867	0	101.99	1
